,coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,main_sea_level,main_grnd_level,rain_1h,wind_gust,message,rain_3h,snow_3h,cities
1,111.96,21.85,800,Clear,clear sky,01d,stations,306.48,1005,45,306.48,306.48,,1.62,108.255,0,1569906556,3,2000340,0.0062,CN,1569882188,1569925249,28800,1806408,Yangjiang,200,,,,,,,,yangjiang
1,176.59,-39.94,501,Rain,moderate rain,10d,stations,279.82,1008,90,279.82,279.82,,3.59,199.658,100,1569906556,3,2010964,0.0063,NZ,1569865771,1569910652,46800,2185329,Waipawa,200,,,,,,5.25,,waipawa
1,173.16,-35.17,500,Rain,light rain,10d,stations,285.37,1009,93,285.37,285.37,,11.83,224.075,80,1569906557,3,2016422,0.0071,NZ,1569866701,1569911368,46800,2194098,Ahipara,200,,,,,,0.876,,ahipara
1,120.73,49.28,800,Clear,clear sky,01d,stations,298.3,1004.41,34,298.3,298.3,,5.08,253.915,8,1569906558,,,0.0061,CN,1569880531,1569922699,28800,2033536,Yakeshi,200,1004.41,919.06,,,,,,yakeshi
1,175.85,-37.02,500,Rain,light rain,10d,stations,283.95,1007,65,281.48,286.48,,6.71,283,15,1569906558,3,2008213,0.007,NZ,1569866016,1569910762,46800,2182010,Tairua,200,,,,10.28,,0.25,,tairua
1,64.91,36.41,800,Clear,clear sky,01d,stations,294,1016.82,24,294,294,,4.04,22.596,0,1569906558,,,0.0065,AF,1569893693,1569936324,16200,1142226,Dawlatabad,200,1016.82,946.15,,,,,,dawlatabad
1,72.89,2.67,804,Clouds,overcast clouds,04d,stations,300.8,1012.5,73,300.8,300.8,,3.32,110.366,96,1569906559,,,0.0063,MV,1569891327,1569934860,18000,1337607,Kudahuvadhoo,200,1012.5,1012.45,,,,,,kudahuvadhoo
1,25,54.17,803,Clouds,broken clouds,04d,stations,282.07,998,81,282.04,282.15,10000,7.7,270,75,1569906559,1,1883,0.0077,LT,1569903658,1569945511,10800,599614,Eisiskes,200,,,,,,,,eisiskes
1,125.49,58.84,804,Clouds,overcast clouds,04d,stations,274.7,1012.78,70,274.7,274.7,,5.04,290.109,100,1569906559,,,0.0062,RU,1569879655,1569921290,32400,2019135,Nizhniy Kuranakh,200,1012.78,954.17,,,,,,nizhniy kuranakh
1,4.41,9.9,500,Rain,light rain,10n,stations,295.2,1011.26,93,295.2,295.2,,1.1,190.231,100,1569906560,,,0.0081,NG,1569907851,1569951199,3600,2319078,Wawa,200,1011.26,979.67,,,,1.25,,wawa
1,22.13,-30.97,800,Clear,clear sky,01d,stations,282.4,1023.69,58,282.4,282.4,,5.16,87.068,0,1569906560,,,0.0088,ZA,1569903000,1569947546,7200,1014034,Carnarvon,200,1023.69,875.41,,,,,,carnarvon
1,-9.06,42.77,741,Fog,fog,50n,stations,290.81,1015,100,288.71,292.59,10000,2.1,250,75,1569906499,1,6434,0.0067,ES,1569911571,1569953943,7200,3115824,Muros,200,,,,,,,,muros
1,-42.89,-12.32,804,Clouds,overcast clouds,04n,stations,294.4,1012.17,78,294.4,294.4,,3.9,82.132,88,1569906561,,,0.007,BR,1569918906,1569962842,-10800,3455903,Oliveira dos Brejinhos,200,1012.17,937.53,,,,,,oliveira dos brejinhos
1,147.95,62.72,803,Clouds,broken clouds,04d,stations,265.4,1009.33,72,265.4,265.4,,1.15,226.06,70,1569906561,,,0.0056,RU,1569874406,1569915760,39600,2124611,Kholodnyy,200,1009.33,886.58,,,,,,kholodnyy
1,42.8,9.35,500,Rain,light rain,10d,stations,291.7,1013.38,76,291.7,291.7,,3.98,195.392,89,1569906561,,,0.0064,ET,1569898631,1569941996,10800,333795,Jijiga,200,1013.38,807.99,,,,2.625,,jijiga
1,85.32,27.71,803,Clouds,broken clouds,04d,stations,296.15,1018,73,296.15,296.15,10000,1.5,290,75,1569906435,1,9201,0.0094,NP,1569888662,1569931560,20700,1283240,Kathmandu,200,,,,,,,,kathmandu
1,127.87,26.35,802,Clouds,scattered clouds,03d,stations,304.02,1012,74,303.15,305.15,16093,7.7,140,40,1569906562,1,8138,0.0067,JP,1569878428,1569921375,32400,1863495,Gushikawa,200,,,,11.3,,,,gushikawa
1,15.38,8.67,804,Clouds,overcast clouds,04d,stations,295.1,1012.26,95,295.1,295.1,,1.27,233.616,96,1569906562,,,0.0071,TD,1569905203,1569948583,3600,2435708,Beinamar,200,1012.26,958.68,,,,,,beinamar
1,57.53,22.93,800,Clear,clear sky,01d,stations,302.8,1010.74,38,302.8,302.8,,2.71,233.696,0,1569906562,,,0.007,OM,1569895269,1569938290,14400,286987,Nizwa,200,1010.74,905.13,,,,,,nizwa
1,-4.62,48.38,804,Clouds,overcast clouds,04n,stations,288.84,1003,93,288.15,289.15,10000,8.7,220,90,1569906563,1,6554,0.0078,FR,1569910624,1569952759,7200,2986626,Plouzane,200,,,,,,,,plouzane
1,-0.73,12.29,804,Clouds,overcast clouds,04n,stations,298.3,1010.33,81,298.3,298.3,,4.06,180.791,100,1569906564,,,0.0064,BF,1569909115,1569952402,0,2360627,Bako,200,1010.33,976.26,,,,,,bako
1,37.97,55.61,803,Clouds,broken clouds,04d,stations,286.85,993,87,286.15,287.15,10000,4,180,75,1569906564,1,9020,0.0116,RU,1569900584,1569942361,10800,515873,Oktyabrskiy,200,,,,,,,,oktyabrskiy
1,90.06,22.49,500,Rain,light rain,10d,stations,304.7,1008.53,62,304.7,304.7,,2.99,267.201,16,1569906564,,,0.0068,BD,1569887454,1569930494,21600,1477498,Bhandaria,200,1008.53,1007.54,,,,2.75,,bhandaria
1,-73.48,45.36,501,Rain,moderate rain,10n,stations,282.02,1020,87,280.93,283.15,9656,3.6,40,90,1569906565,1,820,0.0089,CA,1569927097,1569969331,-14400,6138908,Saint-Philippe,200,,,1.52,,,,,saint-philippe
1,7.99,16.97,800,Clear,clear sky,01n,stations,300.15,1011,51,300.15,300.15,10000,1.37,237.516,1,1569906565,1,9727,0.0071,NE,1569907082,1569950250,3600,2448085,Agadez,200,,,,,,,,agadez
1,126.7,62.1,804,Clouds,overcast clouds,04d,stations,273.2,1008.72,85,273.2,273.2,,4.4,281.192,100,1569906565,,,0.0074,RU,1569879489,1569920875,32400,2026861,Berdigestyakh,200,1008.72,977.89,,,,,,berdigestyakh
1,177.51,64.73,520,Rain,light intensity shower rain,09n,stations,281.03,1001,81,280.93,281.15,10000,5,120,75,1569906566,1,8872,0.0073,RU,1569867391,1569908590,43200,2127202,Anadyr,200,,,,7,,,,anadyr
1,102.28,60.35,802,Clouds,scattered clouds,03d,stations,277.2,1021.72,41,277.2,277.2,,3.23,268.118,41,1569906566,,,0.0055,RU,1569885290,1569926794,25200,2013727,Vanavara,200,1021.72,984.15,,,,,,vanavara
1,-3.98,22.68,800,Clear,clear sky,01n,stations,303.8,1011.37,14,303.8,303.8,,5.39,67.267,0,1569906566,,,0.0051,ML,1569910031,1569953045,0,2450173,Taoudenni,200,1011.37,989.96,,,,,,taoudenni
1,80.55,73.51,803,Clouds,broken clouds,04d,stations,272.4,1013.13,80,272.4,272.4,,6.15,120.098,77,1569906567,,,0.0063,RU,1569891381,1569931130,25200,1507390,Dikson,200,1013.13,1012.25,,,,,,dikson
1,60.33,52.43,800,Clear,clear sky,01d,stations,280.5,1026.34,53,280.5,280.5,,2.81,174.2,0,1569906567,,,0.0074,RU,1569895120,1569937095,18000,1508811,Bredy,200,1026.34,980.92,,,,,,bredy
1,13.53,48.64,800,Clear,clear sky,01d,stations,279.78,1013,100,278.71,281.48,10000,1,,0,1569906567,1,6874,0.0083,AT,1569906270,1569948404,7200,3220813,Wanning,200,,,,,,,,wanning
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,sentyabrskiy
1,-6.59,62.23,500,Rain,light rain,10n,stations,278.15,1010,80,278.15,278.15,10000,8.2,360,99,1569906568,1,1596,0.0055,FO,1569911543,1569952786,3600,2618795,Klaksvik,200,,,,,,,,klaksvik
1,81.12,6.12,802,Clouds,scattered clouds,03d,stations,303.15,1014,79,303.15,303.15,10000,1,,40,1569906568,1,9124,0.0066,LK,1569889395,1569932843,19800,1244926,Hambantota,200,,,,,,,,hambantota
1,-17.92,28.66,800,Clear,clear sky,01n,stations,297.34,1016,88,294.15,300.37,10000,5.7,350,0,1569906569,1,2377,0.0067,ES,1569913462,1569956304,3600,2514651,Los Llanos de Aridane,200,,,,,,,,los llanos de aridane
1,140.4,-8.49,804,Clouds,overcast clouds,04d,stations,299.3,1009.78,83,299.3,299.3,,11.91,146.096,100,1569906569,,,0.0072,ID,1569874988,1569918802,32400,2082539,Merauke,200,1009.78,1010.17,,,,,,merauke
1,-94.66,31.6,800,Clear,clear sky,01n,stations,298.5,1017,78,296.48,300.15,16093,4.1,170,1,1569906569,1,4601,0.0071,US,1569931931,1569974661,-18000,4713735,Nacogdoches,200,,,,,,,,nacogdoches
1,9.5,48.41,801,Clouds,few clouds,02n,stations,281.43,1012,93,279.26,284.26,10000,1,240,20,1569906570,1,1831,0.008,DE,1569907232,1569949375,7200,2867560,Munsingen,200,,,,,,,,munsingen
1,170.27,69.7,804,Clouds,overcast clouds,04d,stations,273,999.09,77,273,273,,1.75,234.987,97,1569906570,,,0.007,RU,1569869432,1569910024,43200,2122090,Pevek,200,999.09,999.25,,,,,,pevek
1,141.3,-2.67,803,Clouds,broken clouds,04d,stations,300.7,1010.26,77,300.7,300.7,,7.48,76.034,78,1569906570,,,0.007,PG,1569874847,1569918511,36000,2084442,Vanimo,200,1010.26,1009.81,,,,,,vanimo
1,170.5,-45.87,803,Clouds,broken clouds,04d,stations,283.71,1005,44,283.71,283.71,,4.92,271,65,1569906571,3,75281,0.0056,NZ,1569867070,1569912276,46800,2191562,Dunedin,200,,,,6.71,,,,dunedin
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,aporawan
1,96.11,52.47,802,Clouds,scattered clouds,03d,stations,277.1,1029.17,37,277.1,277.1,,1.22,328.005,34,1569906572,,,0.0062,RU,1569886524,1569928520,25200,1489401,Toora-Khem,200,1029.17,895.81,,,,,,toora-khem
1,42.91,62.11,804,Clouds,overcast clouds,04d,stations,281.4,993.61,95,281.4,281.4,,2.67,93.78,93,1569906573,,,0.0062,RU,1569899636,1569940939,10800,494884,Shenkursk,200,993.61,985.45,,,,,,shenkursk
1,-68.5,-10.65,804,Clouds,overcast clouds,04n,stations,295.2,1006.93,96,295.2,295.2,,0.89,236.917,100,1569906573,,,0.0063,BR,1569925074,1569968965,-18000,3924674,Xapuri,200,1006.93,977.17,,,,,,xapuri
1,-24.5,14.9,803,Clouds,broken clouds,04n,stations,298.6,1011.89,83,298.6,298.6,,4.47,39.188,65,1569906574,,,0.0059,CV,1569914853,1569958070,-3600,3374210,Sao Filipe,200,1011.89,1011.81,,,,,,sao filipe
1,83.22,20.19,803,Clouds,broken clouds,04d,stations,303.3,1011.01,66,303.3,303.3,,2.92,249.812,79,1569906574,,,0.0071,IN,1569889066,1569932164,19800,1267222,Kesinga,200,1011.01,979.81,,,,,,kesinga
1,22.53,40.76,800,Clear,clear sky,01d,stations,292.31,1011,100,290.37,293.71,,0.45,,0,1569906574,3,2001989,0.0094,GR,1569903945,1569946409,10800,734726,Pella,200,,,,3.13,,,,pella
1,-70.1,41.28,802,Clouds,scattered clouds,03n,stations,285.74,1025,81,284.15,287.04,16093,2.1,70,40,1569906574,1,3218,0.0079,US,1569926202,1569968604,-14400,4944903,Nantucket,200,,,,,,,,nantucket
1,40.14,51.74,804,Clouds,overcast clouds,04d,stations,286.15,1000,93,286.15,286.15,10000,5,170,90,1569906575,1,9034,0.0065,RU,1569899953,1569941951,10800,511437,Pereleshino,200,,,,,,,,pereleshino
1,-68.59,70.47,741,Fog,fog,50n,stations,273.15,1012,92,273.15,273.15,805,1,240,90,1569906575,1,776,0.0065,CA,1569926979,1569967102,-14400,5924351,Clyde River,200,,,,,,,,clyde river
1,78.49,30.69,301,Drizzle,drizzle,09d,stations,297.15,1014,88,297.15,297.15,3000,2.1,80,90,1569906575,1,9162,0.0065,IN,1569890344,1569933156,19800,1253628,Ginda,200,,,,,,,,ginda
1,45.34,2.04,803,Clouds,broken clouds,04d,stations,299.15,1011,74,299.15,299.15,10000,5.7,100,75,1569906576,1,2497,0.0059,SO,1569897930,1569941478,10800,53654,Mogadishu,200,,,,,,,,mogadishu
1,-39.27,-17.73,500,Rain,light rain,10n,stations,295.1,1016.13,85,295.1,295.1,,3.21,137.422,18,1569906576,,,0.009,BR,1569917957,1569962055,-10800,3466980,Caravelas,200,1016.13,1014.74,,,,2.688,,caravelas
1,73.1,6.88,803,Clouds,broken clouds,04d,stations,301.6,1013.34,68,301.6,301.6,,3.26,133.037,75,1569906576,,,0.0065,MV,1569891329,1569934757,18000,1337612,Dhidhdhoo,200,1013.34,1013.29,,,,,,dhidhdhoo
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,singkawang
1,67.71,47.8,800,Clear,clear sky,01d,stations,278.15,1025,38,278.15,278.15,10000,7,60,0,1569906577,1,8826,0.0074,KZ,1569893235,1569935438,21600,1516589,Zhezkazgan,200,,,,,,,,zhezkazgan
1,92.75,11.67,500,Rain,light rain,10d,stations,301.2,1011.67,75,301.2,301.2,,1.48,36.746,13,1569906577,,,0.0058,IN,1569886672,1569929984,19800,1259385,Port Blair,200,1011.67,1011.35,,,,0.312,,port blair
1,148.22,-35.3,800,Clear,clear sky,01d,stations,289.3,1025.29,57,289.3,289.3,,2.17,300.249,0,1569906578,,,0.0057,AU,1569872678,1569917359,36000,2145875,Tumut,200,1025.29,949.86,,,,,,tumut
1,116.27,-8.71,801,Clouds,few clouds,02d,stations,304.15,1013,55,304.15,304.15,8000,7.2,110,20,1569906578,1,9337,0.006,ID,1569880774,1569924595,28800,1630662,Praya,200,,,,,,,,praya
1,-113.29,54.72,800,Clear,clear sky,01n,stations,270.3,1021.66,95,270.3,270.3,,2.53,160.017,0,1569906579,,,0.0067,CA,1569850395,1569892378,-21600,5887916,Athabasca,200,1021.66,943.08,,,,,,athabasca
1,35.38,-23.87,802,Clouds,scattered clouds,03d,stations,296.15,1014,100,296.15,296.15,10000,6.3,168.897,40,1569906579,1,2200,0.0071,MZ,1569899953,1569944235,7200,1045114,Inhambane,200,,,,,,,,inhambane
1,-52.9,65.42,802,Clouds,scattered clouds,03n,stations,277.5,1012.55,69,277.5,277.5,,3.14,348.311,33,1569906580,,,0.0061,GL,1569922842,1569963710,-7200,3421982,Maniitsoq,200,1012.55,1003.8,,,,,,maniitsoq
1,115.65,32.17,800,Clear,clear sky,01d,stations,304.8,1010.62,24,304.8,304.8,,4.3,65.618,0,1569906580,,,0.0065,CN,1569881444,1569924224,28800,1809223,Gushi,200,1010.62,1007.08,,,,,,gushi
1,150.67,-10.62,500,Rain,light rain,10d,stations,298.1,1011.79,91,298.1,298.1,,1.91,129.1,100,1569906581,,,0.0065,PG,1569872497,1569916365,36000,2132606,Samarai,200,1011.79,997.09,,,,2.312,,samarai
1,158.65,53.05,803,Clouds,broken clouds,04d,stations,287.15,1013,56,287.15,287.15,10000,5,310,84,1569906581,1,8887,0.008,RU,1569871511,1569913521,43200,2122104,Petropavlovsk-Kamchatskiy,200,,,,,,,,petropavlovsk-kamchatskiy
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,stantsiya gorchakovo
1,29.09,70.86,803,Clouds,broken clouds,04d,stations,278.15,1005,75,278.15,278.15,10000,9.8,70,75,1569906582,1,1633,0.0074,NO,1569903504,1569943703,7200,780687,Berlevag,200,,,,,,,,berlevag
1,31.87,13.01,804,Clouds,overcast clouds,04d,stations,297.3,1012.59,79,297.3,297.3,,2.33,110.256,100,1569906582,,,0.0058,SD,1569901300,1569944572,7200,366426,Tandalti,200,1012.59,962.23,,,,,,tandalti
1,-61.97,-33.75,500,Rain,light rain,10n,stations,284.82,995,86,284.82,284.82,,5.81,135,95,1569906582,3,2011346,0.0072,AR,1569923108,1569967797,-10800,3833062,Venado Tuerto,200,,,,7.6,,1.312,,venado tuerto
1,140.44,52.37,802,Clouds,scattered clouds,03d,stations,285.3,1013.51,63,285.3,285.3,,2.94,196.293,46,1569906583,,,0.009,RU,1569875869,1569917901,36000,2126638,Bogorodskoye,200,1013.51,973.72,,,,,,bogorodskoye
1,-105.62,28.39,803,Clouds,broken clouds,04n,stations,293.15,1015,94,293.15,293.15,16093,4.03,163.965,75,1569906583,1,7111,0.0058,MX,1569848083,1569891010,-21600,3996234,Lazaro Cardenas,200,,,,,,,,lazaro cardenas
1,-90.4,20.87,800,Clear,clear sky,01n,stations,300.5,1010.52,80,300.5,300.5,,9.65,82.11,5,1569906583,,,0.0058,MX,1569930751,1569973797,-18000,3531368,Celestun,200,1010.52,1010.39,,,,,,celestun
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,maghama
1,127.48,42.18,800,Clear,clear sky,01d,stations,298.1,1017.32,39,298.1,298.1,,2.59,206.031,0,1569906584,,,0.0069,CN,1569878765,1569921225,28800,2034691,Songjianghe,200,1017.32,949.81,,,,,,songjianghe
1,27.57,45.2,800,Clear,clear sky,01d,stations,292.15,1012,48,292.15,292.15,10000,8.2,340,5,1569906584,1,9687,0.0072,RO,1569902821,1569945114,10800,675840,Esna,200,,,,,,,,esna
1,-7.17,62.16,500,Rain,light rain,10n,stations,278.15,1010,80,278.15,278.15,10000,8.2,360,95,1569906585,1,1596,0.0073,FO,1569911679,1569952928,3600,2610343,Vestmanna,200,,,,,,,,vestmanna
1,-72.07,-45.58,800,Clear,clear sky,01n,stations,273.15,1010,99,273.15,273.15,10000,1,,0,1569906585,1,8491,0.0071,CL,1569925217,1569970535,-10800,3894426,Coihaique,200,,,,,,,,coihaique
1,-74.96,10.99,803,Clouds,broken clouds,04n,stations,297.61,1009,100,297.15,298.15,10000,1.5,230,75,1569906585,1,8584,0.0084,CO,1569926913,1569970225,-18000,3671497,Puerto Colombia,200,,,,,,,,puerto colombia
1,152.44,-3.66,500,Rain,light rain,10d,stations,300.8,1009.82,74,300.8,300.8,,2.92,74.81,29,1569906586,,,0.0066,PG,1569872161,1569915851,36000,2090021,Namatanai,200,1009.82,987.03,,,,0.688,,namatanai
1,114.56,29.04,800,Clear,clear sky,01d,stations,306.6,1008.58,29,306.6,306.6,,1.13,319.96,0,1569906586,,,0.0056,CN,1569881660,1569924530,28800,1786538,Yining,200,1008.58,980.29,,,,,,yining
1,178.42,69.38,804,Clouds,overcast clouds,04n,stations,276.8,1000.47,68,276.8,276.8,,2.35,166.082,99,1569906586,,,0.005,RU,1569867447,1569908097,43200,2123814,Leningradskiy,200,1000.47,996.57,,,,,,leningradskiy
1,153.24,-28.95,803,Clouds,broken clouds,04d,stations,293.98,1027,52,293.15,294.26,10000,6.2,130,75,1569906587,1,9537,0.0079,AU,1569871599,1569916029,36000,2160063,Codrington,200,,,,,,,,codrington
1,77.58,34.16,801,Clouds,few clouds,02d,stations,277.8,1016.6,34,277.8,277.8,,3.43,218.127,13,1569906587,,,0.0076,IN,1569890615,1569933322,19800,1264976,Leh,200,1016.6,583.27,,,,,,leh
1,101.77,36.62,800,Clear,clear sky,01d,stations,294.82,774,43,294.82,294.82,,3.56,47.505,0,1569906587,3,2019379,0.0068,CN,1569884845,1569927483,28800,1788852,Xining,200,,,,,,,,xining
1,21.3,29.14,800,Clear,clear sky,01d,stations,294.7,1013.95,73,294.7,294.7,,4.62,325.656,0,1569906588,,,0.0071,LY,1569904052,1569946892,7200,88533,Awjilah,200,1013.95,1002.9,,,,,,awjilah
1,22.47,2.18,804,Clouds,overcast clouds,04d,stations,295.6,1012.97,89,295.6,295.6,,1.26,244.741,100,1569906588,,,0.0069,CD,1569903420,1569946963,3600,217745,Bumba,200,1012.97,965.89,,,,,,bumba
1,-53.46,-33.69,500,Rain,light rain,10n,stations,291.6,1002.01,90,291.6,291.6,,3.51,21.262,78,1569906588,,,0.0073,UY,1569921069,1569965752,-10800,3443061,Chuy,200,1002.01,1000.71,,,,0.562,,chuy
1,-117.13,58.52,802,Clouds,scattered clouds,03n,stations,279.15,1012,52,279.15,279.15,24140,2.6,170,40,1569906589,1,867,0.0067,CA,1569851429,1569893187,-21600,5975004,High Level,200,,,,,,,,high level
1,15.16,-26.65,800,Clear,clear sky,01d,stations,288.15,1015,58,288.15,288.15,,4.1,190,0,1569906589,1,2260,0.0062,NA,1569904753,1569949138,7200,3355672,Luderitz,200,,,,,,,,luderitz
1,-94.35,38.65,800,Clear,clear sky,01n,stations,297.69,1015,73,296.48,299.15,16093,2.6,200,1,1569906318,1,4762,0.0114,US,1569931976,1569974467,-18000,4389658,Harrisonville,200,,,,,,,,harrisonville
1,-9.73,29.7,802,Clouds,scattered clouds,03n,stations,295.9,1015.07,62,295.9,295.9,,0.64,4.868,36,1569906590,,,0.0057,MA,1569911511,1569954325,3600,2527089,Tiznit,200,1015.07,1013.33,,,,,,tiznit
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,nagornyy
1,-7.99,31.63,800,Clear,clear sky,01n,stations,296.15,1017,33,296.15,296.15,10000,1.5,100,0,1569906590,1,2409,0.0076,MA,1569911122,1569953878,3600,2542997,Marrakesh,200,,,,,,,,marrakesh
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,vaitupu
1,16.69,43.44,803,Clouds,broken clouds,04d,stations,291.67,1014,82,291.15,292.04,10000,1,,75,1569906591,1,6387,0.0064,HR,1569905399,1569947758,7200,3194114,Omis,200,,,,,,,,omis
1,179.32,63.05,500,Rain,light rain,10n,stations,279.1,1001.73,97,279.1,279.1,,2.67,153.896,97,1569906591,,,0.0078,RU,1569866878,1569908235,43200,2126710,Beringovskiy,200,1001.73,985.27,,,,0.312,,beringovskiy
1,124.89,-9.11,800,Clear,clear sky,01d,stations,300.1,1011.54,68,300.1,300.1,,3.26,299.253,0,1569906592,,,0.0055,ID,1569878701,1569922532,28800,1651103,Atambua,200,1011.54,1010.85,,,,,,atambua
1,-1.35,60.4,500,Rain,light rain,10n,stations,280.15,1004,81,280.15,280.15,10000,6.2,330,64,1569906592,1,1447,0.0068,GB,1569910204,1569951610,3600,2654970,Brae,200,,,,,,0.187,,brae
1,-66.86,-29.41,800,Clear,clear sky,01n,stations,287.1,1002.53,38,287.1,287.1,,1.68,160.424,1,1569906592,,,0.0064,AR,1569924370,1569968881,-10800,3848950,La Rioja,200,1002.53,864.12,,,,,,la rioja
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,ruatoria
1,38.15,10.16,500,Rain,light rain,10d,stations,291.8,1016.61,91,291.8,291.8,,1.96,188.693,100,1569906593,,,0.0063,ET,1569899757,1569943101,10800,339551,Dejen,200,1016.61,852.85,,,,0.75,,dejen
1,163.07,59.24,804,Clouds,overcast clouds,04d,stations,277.4,1005.05,67,277.4,277.4,,4.34,221.355,85,1569906593,,,0.0071,RU,1569870635,1569912275,43200,2122389,Ossora,200,1005.05,984.74,,,,,,ossora
1,-85.59,42.29,800,Clear,clear sky,01n,stations,295.87,1016,88,293.71,298.15,16093,1.5,230,1,1569906593,1,4328,0.0079,US,1569929942,1569972298,-14400,4997787,Kalamazoo,200,,,,,,,,kalamazoo
1,-38.6,-3.71,802,Clouds,scattered clouds,03n,stations,299.15,1011,74,299.15,299.15,10000,6.7,90,40,1569906594,1,8363,0.0062,BR,1569917996,1569961693,-10800,6320062,Vila Velha,200,,,,,,,,vila velha
1,-159.78,-21.21,803,Clouds,broken clouds,04n,stations,295.15,1019,64,295.15,295.15,10000,4.1,110,79,1569906352,1,7271,0.0077,CK,1569860461,1569904622,-36000,4035715,Avarua,200,,,,,,,,avarua
1,20.96,53.87,803,Clouds,broken clouds,04d,stations,282.8,1003.43,82,282.8,282.8,,6.29,241.535,81,1569906594,,,0.0068,PL,1569904620,1569946488,7200,775890,Biskupiec,200,1003.43,989.25,,,,,,biskupiec
1,85.83,20.88,803,Clouds,broken clouds,04d,stations,303.5,1009.58,69,303.5,303.5,,5.54,288.226,52,1569906595,,,0.0055,IN,1569888448,1569931529,19800,1275818,Bhuban,200,1009.58,996.05,,,,,,bhuban
1,119.33,31.35,701,Mist,mist,50d,stations,298.15,1013,78,298.15,298.15,4000,4,50,90,1569906595,1,9660,0.0069,CN,1569880548,1569923353,28800,6957977,Zhoucheng,200,,,,,,,,zhoucheng
1,15.05,3.52,501,Rain,moderate rain,10d,stations,292.9,1014.21,99,292.9,292.9,,1.02,39.045,100,1569906595,,,0.0086,CM,1569905217,1569948727,3600,2220853,Yokadouma,200,1014.21,947.85,,,,4.812,,yokadouma
1,-17.45,14.69,800,Clear,clear sky,01n,stations,299.15,1010,94,299.15,299.15,9000,3.6,330,0,1569906596,1,2410,0.0075,SN,1569913159,1569956382,0,2253354,Dakar,200,,,,,,,,dakar
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,palabuhanratu
1,174.5,-35.62,500,Rain,light rain,10d,stations,283.71,1010,77,283.71,283.71,,3.13,240,51,1569906596,3,2012217,0.0076,NZ,1569866370,1569911055,46800,2186111,Ngunguru,200,,,,6.26,,0.25,,ngunguru
1,34.39,45.71,500,Rain,light rain,10d,stations,292.8,1009.66,61,292.8,292.8,,7.13,304.826,68,1569906597,,,0.0073,UA,1569901194,1569943469,10800,709334,Dzhankoy,200,1009.66,1008.84,,,,1,,dzhankoy
1,-52.55,-17.57,803,Clouds,broken clouds,04n,stations,297.7,1008.62,52,297.7,297.7,,0.68,73.478,63,1569906597,,,0.0062,BR,1569921145,1569965240,-10800,3457147,Mineiros,200,1008.62,924.26,,,,,,mineiros
1,8.4,9.67,804,Clouds,overcast clouds,04n,stations,293.2,1012.83,99,293.2,293.2,,2.18,150.47,89,1569906597,,,0.0069,NG,1569906891,1569950245,3600,2335713,Matagami,200,1012.83,933.53,,,,,,matagami
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,tapaua
1,56.25,58.02,803,Clouds,broken clouds,04d,stations,281.15,1012,87,281.15,281.15,10000,9,220,75,1569906598,1,8984,0.0065,RU,1569896269,1569937903,18000,511196,Perm,200,,,,,,,,perm
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,krasnoselkup
1,-173.98,-18.65,802,Clouds,scattered clouds,03n,stations,299.15,1015,88,299.15,299.15,10000,4.1,100,40,1569906598,1,7292,0.0064,TO,1569950253,1569994404,46800,4032420,Neiafu,200,,,,,,,,neiafu
1,118.07,24.46,801,Clouds,few clouds,02d,stations,308.15,1007,36,308.15,308.15,10000,5,250,20,1569906378,1,9649,0.0072,CN,1569880756,1569923750,28800,1790645,Xiamen,200,,,,,,,,xiamen
1,-73.66,9.56,804,Clouds,overcast clouds,04n,stations,296.5,1009.06,93,296.5,296.5,,1.36,328.182,90,1569906599,,,0.0061,CO,1569926583,1569969932,-18000,3683538,Concepcion,200,1009.06,999.96,,,,,,concepcion
1,75.77,33.31,500,Rain,light rain,10d,stations,282.6,1015.51,75,282.6,282.6,,1.25,83.852,83,1569906599,,,0.0051,IN,1569891036,1569933769,19800,1266475,Kishtwar,200,1015.51,715.19,,,,1.5,,kishtwar
1,46.8,-19.16,800,Clear,clear sky,01d,stations,299.9,1016.65,47,299.9,299.9,,2.39,50.95,0,1569906600,,,0.0083,MG,1569897290,1569941417,10800,1056151,Mananjary,200,1016.65,906.9,,,,,,mananjary
