,coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,visibility,wind_speed,wind_deg,clouds_all,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,main_sea_level,main_grnd_level,rain_1h,wind_gust,message,rain_3h,snow_3h,cities
1,-81.13,22.53,801,Clouds,few clouds,02n,stations,298.15,1012,83,298.15,298.15,8000,3.6,60,20,1569906640,1,7254,0.0099,CU,1569928549,1569971551,-14400,3556437,Jaguey Grande,200,,,,,,,,jaguey grande
1,54.37,24.47,721,Haze,haze,50d,stations,305.59,1008,63,305.15,306.15,5000,2.6,120,0,1569906371,1,7529,0.0064,AE,1569896048,1569939027,14400,292968,Abu Dhabi,200,,,,,,,,abu dhabi
1,126.98,37.57,721,Haze,haze,50d,stations,299.6,1019,57,298.15,301.15,10000,0.5,270,1,1569906169,1,5501,0.0069,KR,1569878806,1569921424,32400,1835848,Seoul,200,,,,,,,,seoul
1,-46.12,-20.97,800,Clear,clear sky,01n,stations,288.4,1014.7,93,288.4,288.4,,2.58,106.141,0,1569906641,,,0.0083,BR,1569919548,1569963751,-10800,3466901,Carmo do Rio Claro,200,1014.7,900.28,,,,,,carmo do rio claro
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,korla
1,-90.75,18.61,500,Rain,light rain,10n,stations,297.1,1009.2,95,297.1,297.1,,2.8,78.786,86,1569906641,,,0.0052,MX,1569930804,1569973912,-18000,3527795,Escarcega,200,1009.2,1003.73,,,,0.438,,escarcega
1,63.05,26,801,Clouds,few clouds,02d,stations,304,1010.65,53,304,304,,2.64,226.228,24,1569906641,,,0.0091,PK,1569893985,1569936924,18000,1163054,Turbat,200,1010.65,984.05,,,,,,turbat
1,-89.6,-0.9,500,Rain,light rain,10n,stations,293.7,1012.89,87,293.7,293.7,,6.79,183.176,100,1569906642,,,0.0075,EC,1569843892,1569887512,-21600,3652758,Puerto Baquerizo Moreno,200,1012.89,1013.08,,,,0.126,,puerto baquerizo moreno
1,24.66,71,500,Rain,light rain,10d,stations,278.73,1003,80,278.15,279.15,10000,16.5,90,75,1569906619,1,1632,0.0084,NO,1569904582,1569944750,7200,779622,Havoysund,200,,,,,,,,havoysund
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,olafsvik
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,stornoway
1,-64.17,8.89,500,Rain,light rain,10n,stations,297.2,1008.42,86,297.2,297.2,,4.43,68.914,72,1569906643,,,0.0054,VE,1569924296,1569967664,-14400,3628142,San Jose de Guanipa,200,1008.42,975.91,,,,0.624,,san jose de guanipa
1,30.82,69.43,500,Rain,light rain,10d,stations,278.15,1001,80,278.15,278.15,10000,15.9,70,90,1569906643,1,1639,0.0064,RU,1569902969,1569943407,10800,464790,Zapolyarnyy,200,,,,,,,,zapolyarnyy
1,147.26,-43.03,802,Clouds,scattered clouds,03d,stations,288.99,1025,41,288.15,289.82,10000,5.1,150,33,1569906643,1,9545,0.0092,AU,1569872722,1569917776,36000,2158744,Margate,200,,,,,,,,margate
1,26.19,59.1,500,Rain,light rain,10d,stations,280.6,983.88,79,280.6,280.6,,7.87,248.796,90,1569906644,,,0.0079,EE,1569903533,1569945064,10800,588365,Vao,200,983.88,977.29,,,,0.624,,vao
1,-53.46,68.31,803,Clouds,broken clouds,04n,stations,277.4,1013.9,69,277.4,277.4,,2.93,54.717,60,1569906644,,,0.0077,GL,1569923164,1569963657,-7200,3422683,Kangaatsiaq,200,1013.9,1013.85,,,,,,kangaatsiaq
1,25,-8.74,500,Rain,light rain,10d,stations,295.7,1012.4,73,295.7,295.7,,2.46,323.914,100,1569906644,,,0.006,CD,1569902670,1569946499,7200,214614,Kamina,200,1012.4,889.96,,,,0.25,,kamina
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,ardistan
1,58.76,58.55,500,Rain,light rain,10d,stations,277,1014.53,94,277,277,,5,207.979,100,1569906645,,,0.0082,RU,1569895685,1569937283,18000,498696,Sarany,200,1014.53,970.69,,,,1.188,,sarany
1,118.83,32.34,701,Mist,mist,50d,stations,300.97,1013,78,298.15,304.82,4000,4,50,90,1569906645,1,9660,0.0064,CN,1569880682,1569923459,28800,6957998,Xiongzhou,200,,,,,,,,xiongzhou
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,teluk nibung
1,9.1,40.9,800,Clear,clear sky,01n,stations,290.26,1013,82,288.71,293.15,10000,6.2,240,0,1569906646,1,6728,0.0062,IT,1569907173,1569949626,7200,3165828,Tempio Pausania,200,,,,,,,,tempio pausania
1,-80.59,22.98,800,Clear,clear sky,01n,stations,298.7,1010.02,80,298.7,298.7,,6.56,52.372,1,1569906646,,,0.0065,CU,1569928425,1569971415,-14400,3563317,Corralillo,200,1010.02,1008.52,,,,,,corralillo
1,159.24,61.92,804,Clouds,overcast clouds,04d,stations,272.5,1004.19,75,272.5,272.5,,2.33,322.825,95,1569906646,,,0.0066,RU,1569871658,1569913091,39600,2125693,Evensk,200,1004.19,982.58,,,,,,evensk
1,48.41,55.96,804,Clouds,overcast clouds,04d,stations,283.15,1008,81,283.15,283.15,10000,5,170,90,1569906647,1,9038,0.0062,RU,1569898086,1569939849,10800,827990,Privolzhskiy,200,,,,10,,,,privolzhskiy
1,-115.79,60.82,802,Clouds,scattered clouds,03n,stations,277.15,1011,55,277.15,277.15,24140,3.1,180,40,1569906647,1,819,0.0077,CA,1569851187,1569892786,-21600,5972762,Hay River,200,,,,,,,,hay river
1,-65.04,-42.77,800,Clear,clear sky,01n,stations,280.6,1008.68,33,280.6,280.6,,5.68,260.919,0,1569906372,,,0.0069,AR,1569923618,1569968760,-10800,3840092,Puerto Madryn,200,1008.68,993.91,,,,,,puerto madryn
1,46.09,-25.18,800,Clear,clear sky,01d,stations,295.6,1015.08,79,295.6,295.6,,2.28,221.437,0,1569906648,,,0.0056,MG,1569897362,1569941686,10800,1079048,Ambovombe,200,1015.08,1015.17,,,,,,ambovombe
1,-73.25,-3.75,802,Clouds,scattered clouds,03n,stations,298.15,1010,88,298.15,298.15,10000,1.5,310,40,1569906648,1,8694,0.0062,PE,1569926309,1569970009,-18000,3696183,Iquitos,200,,,,,,,,iquitos
1,120.52,17.54,500,Rain,light rain,10d,stations,301.8,1011.11,75,301.8,301.8,,2.56,270.986,80,1569906648,,,0.0066,PH,1569880079,1569923251,28800,1688687,San Quintin,200,1011.11,997.05,,,,1.624,,san quintin
1,-115.76,40.83,803,Clouds,broken clouds,04n,stations,276.78,1014,64,275.93,277.15,16093,2.1,220,75,1569906649,1,3961,0.0069,US,1569850699,1569893259,-25200,5703670,Elko,200,,,,,,,,elko
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,hihifo
1,109.48,30.29,801,Clouds,few clouds,02d,stations,296.7,1010.73,44,296.7,296.7,,3.76,154.239,15,1569906649,,,0.0081,CN,1569882898,1569925730,28800,1811720,Enshi,200,1010.73,865.88,,,,,,enshi
1,-101.88,54.77,804,Clouds,overcast clouds,04n,stations,272.3,1024.61,74,272.3,272.3,,1.29,63.158,99,1569906649,,,0.0062,CA,1569934166,1569975891,-18000,5954718,Flin Flon,200,1024.61,982.13,,,,,,flin flon
1,-3.07,13.07,804,Clouds,overcast clouds,04n,stations,299,1008.66,68,299,299,,2.12,205.063,91,1569906650,,,0.0087,BF,1569909686,1569952953,0,2354176,Tougan,200,1008.66,978.79,,,,,,tougan
1,33.8,-3.17,500,Rain,light rain,10d,stations,299.3,1012.74,48,299.3,299.3,,1.3,17.708,80,1569906650,,,0.0104,TZ,1569900633,1569944313,10800,151211,Sola,200,1012.74,876.68,,,,1.313,,sola
1,151.84,-26.54,802,Clouds,scattered clouds,03d,stations,296.38,1025,43,296.15,296.48,10000,7.7,100,40,1569906650,1,9535,0.0057,AU,1569871978,1569916322,36000,2161376,Kingaroy,200,,,,,,,,kingaroy
1,111.87,34.75,804,Clouds,overcast clouds,04d,stations,296.9,1012.09,46,296.9,296.9,,3.06,134.497,100,1569906651,,,0.0053,CN,1569882390,1569925091,28800,1786676,Yima,200,1012.09,919.03,,,,,,yima
1,-51.98,-31.37,800,Clear,clear sky,01n,stations,292.59,1002,92,292.59,292.59,,1.34,71,0,1569906651,3,2020865,0.0071,BR,1569920763,1569965348,-10800,3448596,Sao Lourenco do Sul,200,,,,2.68,,,,sao lourenco do sul
1,-137.51,60.75,500,Rain,light rain,10n,stations,277.2,1006.65,98,277.2,277.2,,1.93,115.074,100,1569906651,,,0.0074,CA,1569856406,1569897990,-25200,5969025,Haines Junction,200,1006.65,875.53,,,,0.75,,haines junction
1,59.15,53.14,801,Clouds,few clouds,02d,stations,275.15,1024,74,275.15,275.15,10000,3,190,21,1569906651,1,8976,0.0069,RU,1569895423,1569937358,18000,584051,Svetlogorsk,200,,,,,,,,svetlogorsk
1,-91.67,41.98,800,Clear,clear sky,01n,stations,296.56,1012,83,295.15,298.15,16093,3.1,170,1,1569906571,1,6205,0.0082,US,1569931396,1569973761,-18000,4850751,Cedar Rapids,200,,,,,,,,cedar rapids
1,14.43,27.03,800,Clear,clear sky,01d,stations,295.9,1015.53,44,295.9,295.9,,2.73,110.252,0,1569906652,,,0.0074,LY,1569905672,1569948570,7200,2212775,Sabha,200,1015.53,963.89,,,,,,sabha
1,147.27,-2.02,500,Rain,light rain,10d,stations,301.5,1009.64,76,301.5,301.5,,3.03,50.62,98,1569906652,,,0.0062,PG,1569873422,1569917071,36000,2092164,Lorengau,200,1009.64,1001.53,,,,2,,lorengau
1,107.58,16.47,801,Clouds,few clouds,02d,stations,309.15,1011,53,309.15,309.15,10000,2.6,350,20,1569906652,1,9310,0.0064,VN,1569883172,1569926368,25200,1580240,Hue,200,,,,,,,,hue
1,20.93,14.53,803,Clouds,broken clouds,04d,stations,302.8,1008.89,49,302.8,302.8,,3.67,208.074,69,1569906653,,,0.0056,TD,1569903945,1569947177,3600,244878,Biltine,200,1008.89,958.21,,,,,,biltine
1,95.32,5.56,500,Rain,light rain,10d,stations,300.9,1011.69,74,300.9,300.9,,4.16,227.239,55,1569906653,,,0.0053,ID,1569885981,1569929443,25200,1215502,Banda Aceh,200,1011.69,1011.37,,,,0.375,,banda aceh
1,-122.69,58.81,803,Clouds,broken clouds,04n,stations,280.15,1009,75,280.15,280.15,24140,1.5,220,75,1569906653,1,986,0.0059,CA,1569852775,1569894509,-25200,5955902,Fort Nelson,200,,,,,,,,fort nelson
1,111.84,31.78,800,Clear,clear sky,01d,stations,302.4,1009.85,33,302.4,302.4,,4.51,119.171,7,1569906654,,,0.0057,CN,1569882353,1569925143,28800,1799574,Nanzhang,200,1009.85,934.31,,,,,,nanzhang
1,-58.36,-34.61,202,Thunderstorm,thunderstorm with heavy rain,11n,stations,287.28,1002,82,285.37,290.15,10000,6.2,150,90,1569906654,1,8224,0.0072,AR,1569922223,1569966949,-10800,3435910,Puerto Madero,200,,,,,,,,puerto madero
1,66.63,32.93,801,Clouds,few clouds,02d,stations,292.4,1012.98,21,292.4,292.4,,3.18,306.539,19,1569906655,,,0.0059,AF,1569893225,1569935966,16200,1131462,Uruzgan,200,1012.98,754.34,,,,,,uruzgan
1,-110.23,23.45,501,Rain,moderate rain,10n,stations,295.3,1012,77,293.71,297.04,11265,4.1,260,90,1569906655,1,7165,0.0062,MX,1569849127,1569892178,-21600,3981432,Todos Santos,200,,,,,,,,todos santos
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,kamenskoye
1,102.29,-0.42,804,Clouds,overcast clouds,04d,stations,305.6,1010.09,49,305.6,305.6,,2.16,155.547,91,1569906655,,,0.0051,ID,1569884234,1569927844,25200,1642773,Japura,200,1010.09,1002.77,,,,,,japura
1,167.69,-46.13,500,Rain,light rain,10d,stations,282.04,1009,69,282.04,282.04,,2.68,263,100,1569906656,3,2008959,0.0056,NZ,1569867735,1569912959,46800,2180815,Tuatapere,200,,,,5.36,,0.5,,tuatapere
1,53.91,65.01,500,Rain,light rain,10d,stations,279.3,998.77,95,279.3,279.3,,2.52,197.009,100,1569906656,,,0.0078,RU,1569897131,1569938164,10800,554830,Izhma,200,998.77,988.73,,,,0.188,,izhma
1,91.39,53.6,800,Clear,clear sky,01d,stations,280.15,1028,48,280.15,280.15,10000,2,180,0,1569906657,1,8942,0.0091,RU,1569887688,1569929621,25200,1510377,Belyy Yar,200,,,,,,,,belyy yar
1,122.88,-0.91,501,Rain,moderate rain,10d,stations,293,1010.37,95,293,293,,1.95,161.323,100,1569906657,,,0.0061,ID,1569879288,1569922910,28800,1637001,Biak,200,1010.37,881.16,,,,3.626,,biak
1,45.12,62.16,804,Clouds,overcast clouds,04d,stations,280.9,995.51,98,280.9,280.9,,2.59,119.816,96,1569906657,,,0.0083,RU,1569899106,1569940407,10800,563990,Dvinskoy,200,995.51,977.38,,,,,,dvinskoy
1,85.34,51.95,803,Clouds,broken clouds,04d,stations,277.6,1029.32,46,277.6,277.6,,2.28,25.263,73,1569906658,,,0.0054,RU,1569889098,1569931115,25200,1511736,Altayskoye,200,1029.32,973.99,,,,,,altayskoye
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,attawapiskat
1,-53.85,-25.65,800,Clear,clear sky,01n,stations,295.15,1007,46,295.15,295.15,10000,2.6,70,0,1569906659,1,8261,0.0063,BR,1569921321,1569965687,-10800,3467400,Sao Francisco,200,,,,,,,,sao francisco
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,saleaula
1,48.35,33.48,800,Clear,clear sky,01d,stations,289.97,1017,34,289.15,291.15,10000,2.1,140,0,1569906659,1,7456,0.0074,IR,1569897623,1569940341,12600,127349,Khorramabad,200,,,,,,,,khorramabad
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,yanchukan
1,-106.02,31.37,500,Rain,light rain,10n,stations,294.43,1013,83,293.71,295.15,16093,3.6,170,90,1569906660,1,3432,0.007,MX,1569848219,1569891066,-21600,3974771,Praxedis Guerrero,200,,,,,,,,praxedis guerrero
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,sungai siput utara
1,-89.07,21.05,800,Clear,clear sky,01n,stations,299.2,1012,83,299.15,299.26,11265,3.1,70,5,1569906660,1,7140,0.0077,MX,1569930434,1569973476,-18000,3526662,Teya,200,,,,,,,,teya
1,67.8,66.56,803,Clouds,broken clouds,04d,stations,275.4,1003.29,90,275.4,275.4,,3.64,207.453,71,1569906661,,,0.0084,RU,1569893877,1569934752,18000,1512019,Aksarka,200,1003.29,997.05,,,,,,aksarka
1,109.03,53.41,804,Clouds,overcast clouds,04d,stations,278.9,1022.58,55,278.9,278.9,,2.56,334.156,100,1569906661,,,0.0093,RU,1569883444,1569925400,28800,2013986,Ust-Barguzin,200,1022.58,959.54,,,,,,ust-barguzin
1,135.83,46.45,801,Clouds,few clouds,02d,stations,294.8,1015.25,59,294.8,294.8,,2.44,222.678,12,1569906661,,,0.0063,RU,1569876842,1569919141,36000,2013279,Vostok,200,1015.25,967.81,,,,,,vostok
1,-39.27,-3.28,803,Clouds,broken clouds,04n,stations,296.6,1010.45,79,296.6,296.6,,3.23,120.198,69,1569906662,,,0.0075,BR,1569918163,1569961848,-10800,3386177,Trairi,200,1010.45,989.97,,,,,,trairi
1,94.8,28.17,500,Rain,light rain,10d,stations,286.8,1014.6,98,286.8,286.8,,0.55,131.479,100,1569906662,,,0.0076,IN,1569886392,1569929280,19800,1278969,Along,200,1014.6,800.09,,,,2.5,,along
1,25.13,5.02,500,Rain,light rain,10d,stations,294.1,1012.57,94,294.1,294.1,,1.47,212.453,100,1569906663,,,0.0079,CF,1569902817,1569946289,3600,235826,Zemio,200,1012.57,944.49,,,,0.313,,zemio
1,113.82,31.62,800,Clear,clear sky,01d,stations,306.7,1010.28,19,306.7,306.7,,3.81,46.063,0,1569906663,,,0.0062,CN,1569881875,1569924670,28800,1809879,Guangshui,200,1010.28,997.29,,,,,,guangshui
1,90.75,27.55,500,Rain,light rain,10d,stations,288.1,1012.22,75,288.1,288.1,,2.08,175.483,74,1569906663,,,0.0054,BT,1569887356,1569930260,21600,1337301,Jakar,200,1012.22,715.14,,,,1.687,,jakar
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,asau
1,32.43,-14.06,802,Clouds,scattered clouds,03d,stations,301.3,1010.09,42,301.3,301.3,,5.06,15.525,50,1569906664,,,0.0079,ZM,1569900813,1569944790,7200,921028,Chadiza,200,1010.09,898.18,,,,,,chadiza
1,137.08,36.58,801,Clouds,few clouds,02d,stations,300.38,1019,65,299.15,301.48,10000,3.6,360,20,1569906664,1,8020,0.0072,JP,1569876365,1569919018,32400,1849876,Yamada,200,,,,,,,,yamada
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,samusu
1,-109.67,26.77,500,Rain,light rain,10n,stations,298.15,1003,89,297.59,298.71,,0.89,180,100,1569906665,3,2009547,0.0067,MX,1569849034,1569892002,-25200,4006387,Etchoropo,200,,,,1.34,,0.312,,etchoropo
1,167.18,-15.51,803,Clouds,broken clouds,04d,stations,301.15,1014,74,301.15,301.15,10000,6.2,120,75,1569906665,1,7311,0.0078,VU,1569868469,1569912469,39600,2136150,Luganville,200,,,,,,,,luganville
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,marcona
1,122.79,-0.95,501,Rain,moderate rain,10d,stations,293,1010.37,95,293,293,,1.95,161.323,100,1569906582,,,0.0068,ID,1569879309,1569922932,28800,1637001,Luwuk,200,1010.37,881.16,,,,3.626,,luwuk
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,buariki
1,118.61,4.48,803,Clouds,broken clouds,04d,stations,305.15,1011,62,305.15,305.15,10000,4.6,180,75,1569906666,1,9376,0.0073,MY,1569880379,1569923868,28800,1733697,Semporna,200,,,,,,,,semporna
1,142.97,53.51,804,Clouds,overcast clouds,04d,stations,283,1013.77,77,283,283,,2.86,11.176,93,1569906667,,,0.0069,RU,1569875291,1569917265,39600,2122614,Ekhabi,200,1013.77,1013.11,,,,,,ekhabi
1,-118.38,56.07,804,Clouds,overcast clouds,04n,stations,278.15,1014,60,278.15,278.15,24140,2.6,180,90,1569906667,1,877,0.0067,CA,1569851655,1569893560,-21600,5951036,Fairview,200,,,,,,,,fairview
1,-53.48,-1.8,800,Clear,clear sky,01n,stations,299,1007.56,67,299,299,,2.02,53.844,3,1569906667,,,0.0084,BR,1569921592,1569965239,-10800,3391287,Prainha,200,1007.56,1005.96,,,,,,prainha
1,-78.02,9.23,804,Clouds,overcast clouds,04n,stations,299.7,1009.1,76,299.7,299.7,,3.44,208.398,98,1569906668,,,0.0094,PA,1569927625,1569970982,-18000,3714956,Ailigandi,200,1009.1,1005.99,,,,,,ailigandi
1,126.27,58.97,804,Clouds,overcast clouds,04d,stations,275.4,1011.71,75,275.4,275.4,,4.34,285.956,100,1569906668,,,0.0068,RU,1569879472,1569921099,32400,2015179,Tommot,200,1011.71,959.43,,,,,,tommot
1,-39.92,-2.92,802,Clouds,scattered clouds,03n,stations,298.4,1010.03,72,298.4,298.4,,4.37,104.8,47,1569906668,,,0.009,BR,1569918324,1569962000,-10800,3393692,Itarema,200,1010.03,1005.73,,,,,,itarema
1,-121.92,36.62,800,Clear,clear sky,01n,stations,284.66,1015,62,280.93,288.15,16093,5.7,320,0,1569906669,1,3723,0.0113,US,1569852112,1569894803,-25200,5380437,Pacific Grove,200,,,,,,,,pacific grove
1,-74.97,-12.79,802,Clouds,scattered clouds,03n,stations,273,1016.57,90,273,273,,1.21,239.506,33,1569906669,,,0.0061,PE,1569926595,1569970548,-18000,3939470,Huancavelica,200,1016.57,584.26,,,,,,huancavelica
1,23.49,-33.3,800,Clear,clear sky,01d,stations,282.4,1025.18,69,282.4,282.4,,0.09,196.821,1,1569906669,,,0.006,ZA,1569902627,1569947267,7200,939676,Willowmore,200,1025.18,927.45,,,,,,willowmore
1,-82.53,33.19,701,Mist,mist,50n,stations,297.56,1020,88,295.37,299.82,16093,2.6,140,1,1569906670,1,2827,0.0079,US,1569929044,1569971727,-14400,4231997,Avera,200,,,,,,,,avera
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,bardiyah
1,57.66,-20.01,521,Rain,shower rain,09d,stations,296.5,1020,83,296.15,297.04,10000,6.2,70,75,1569906670,1,2061,0.0062,MU,1569894672,1569938824,14400,934479,Grand Gaube,200,,,,,,,,grand gaube
1,-1.75,4.89,500,Rain,light rain,10n,stations,295.8,1011.2,95,295.8,295.8,,1.11,240.976,77,1569906670,,,0.0063,GH,1569909266,1569952740,0,2294915,Takoradi,200,1011.2,1003.37,,,,0.125,,takoradi
1,110.32,54.33,804,Clouds,overcast clouds,04d,stations,270.6,1021.11,79,270.6,270.6,,3.82,270.06,100,1569906671,,,0.0066,RU,1569883160,1569925065,28800,2021188,Kurumkan,200,1021.11,863.59,,,,,,kurumkan
1,-149.44,61.58,804,Clouds,overcast clouds,04n,stations,281.67,1002,93,279.26,283.71,16093,2.87,65.45,90,1569906650,1,7637,0.0102,US,1569859306,1569900815,-28800,5877641,Wasilla,200,,,,,,,,wasilla
1,-70.25,43.66,804,Clouds,overcast clouds,04n,stations,283.81,1024,71,282.04,285.93,16093,2.1,200,90,1569906381,1,5454,0.0086,US,1569926286,1569968593,-14400,4975802,Portland,200,,,,,,,,portland
1,22.37,37.51,800,Clear,clear sky,01d,stations,292.04,1011,88,290.15,294.26,10000,3.6,340,0,1569906671,1,6621,0.0059,GR,1569903926,1569946505,10800,252601,Tripoli,200,,,,,,,,tripoli
1,31.15,27.27,800,Clear,clear sky,01d,stations,293.15,1013,72,293.15,293.15,10000,4.1,330,0,1569906672,1,2510,0.0048,EG,1569901661,1569944557,7200,362973,Abnub,200,,,,,,,,abnub
1,122.77,63.9,804,Clouds,overcast clouds,04d,stations,273.8,1011.51,56,273.8,273.8,,3.79,340.637,86,1569906672,,,0.0062,RU,1569880515,1569921735,32400,2021017,Kysyl-Syr,200,1011.51,992.29,,,,,,kysyl-syr
1,57.19,48.59,800,Clear,clear sky,01d,stations,285.6,1025.05,49,285.6,285.6,,5.68,160.206,0,1569906672,,,0.0063,KZ,1569895780,1569937942,18000,608270,Shubarshi,200,1025.05,996.95,,,,,,shubarshi
1,115.89,28.68,800,Clear,clear sky,01d,stations,307.7,1008.23,30,307.7,307.7,,1.67,49.384,0,1569906672,,,0.0065,CN,1569881336,1569924216,28800,1800163,Nanchang,200,1008.23,984.84,,,,,,nanchang
1,97.75,22.93,803,Clouds,broken clouds,04d,stations,303.6,1009.7,49,303.6,303.6,,1.51,180.228,58,1569906673,,,0.0053,MM,1569885614,1569928644,23400,1314759,Lashio,200,1009.7,928.04,,,,,,lashio
1,-108.28,32.77,803,Clouds,broken clouds,04n,stations,289.6,1015,72,287.59,292.15,16093,2.6,130,75,1569906673,1,5940,0.0065,US,1569848781,1569891588,-21600,5491487,Silver City,200,,,,,,,,silver city
1,102.26,36.1,800,Clear,clear sky,01d,stations,293.2,1007.26,28,293.2,293.2,,1.09,75.938,0,1569906674,,,0.0058,CN,1569884719,1569927374,28800,1813029,Bayan,200,1007.26,744.97,,,,,,bayan
1,152.35,-24.87,804,Clouds,overcast clouds,04d,stations,296.05,1023,56,295.93,296.15,10000,10.3,100,90,1569906674,1,9501,0.0058,AU,1569871884,1569916172,36000,2173323,Bundaberg,200,,,,,,,,bundaberg
1,-71.24,8.55,802,Clouds,scattered clouds,03n,stations,291.8,1010.08,73,291.8,291.8,,2.19,109.046,44,1569906674,,,0.0062,VE,1569925989,1569969365,-14400,3644417,Ejido,200,1010.08,875.14,,,,,,ejido
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,saryshagan
1,-71.4,43.76,501,Rain,moderate rain,10n,stations,283.42,1022,93,282.04,284.82,16093,1.74,180.528,90,1569906675,1,2743,0.0083,US,1569926564,1569968866,-14400,5089850,Moultonborough,200,,,0.42,,,,,moultonborough
1,-34.84,-6.97,801,Clouds,few clouds,02n,stations,296.15,1013,88,296.15,296.15,10000,2.6,130,20,1569906675,1,8391,0.0064,BR,1569917050,1569960835,-10800,3404558,Cabedelo,200,,,,,,,,cabedelo
1,40.72,37.32,800,Clear,clear sky,01d,stations,293.15,1012,23,291.15,296.15,10000,1,340,0,1569906675,1,7607,0.0074,TR,1569899517,1569942109,10800,304797,Mardin,200,,,,,,,,mardin
1,74.2,20.6,804,Clouds,overcast clouds,04d,stations,298.6,1012.33,77,298.6,298.6,,5.27,251.558,100,1569906676,,,0.0055,IN,1569891236,1569934322,19800,1257060,Satana,200,1012.33,931.4,,,,,,satana
1,-53.28,47.58,520,Rain,light intensity shower rain,09n,stations,279.25,1010,87,278.71,279.82,24140,9.8,310,90,1569906676,1,998,0.0069,CA,1569922295,1569964440,-9000,5895424,Bay Roberts,200,,,,,,,,bay roberts
1,-85.95,32.94,800,Clear,clear sky,01n,stations,295.41,1019,88,293.15,297.04,16093,1.39,63.73,1,1569906676,1,3280,0.0091,US,1569929861,1569972551,-18000,4829843,Alexander City,200,,,,,,,,alexander city
1,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,city not found,,,falealupo
1,100.95,-0.69,804,Clouds,overcast clouds,04d,stations,301.2,1010.61,53,301.2,301.2,,1.43,114.199,99,1569906677,,,0.0072,ID,1569884553,1569928169,25200,1627185,Sijunjung,200,1010.61,923.38,,,,,,sijunjung
1,100.46,38.94,802,Clouds,scattered clouds,03d,stations,292.4,1008.66,28,292.4,292.4,,4.73,14.864,33,1569906677,,,0.008,CN,1569885198,1569927759,28800,1785036,Zhangye,200,1008.66,797.51,,,,,,zhangye
1,76.86,43.36,804,Clouds,overcast clouds,04d,stations,283.15,1019,87,283.15,283.15,10000,3,270,90,1569906678,1,8818,0.0069,KZ,1569890945,1569933337,21600,1526384,Boralday,200,,,,,,,,boralday
1,80.87,59.06,500,Rain,light rain,10d,stations,276.8,1021.96,94,276.8,276.8,,3.93,207.061,100,1569906678,,,0.0066,RU,1569890388,1569931969,25200,1504382,Kargasok,200,1021.96,1013.7,,,,0.438,,kargasok
1,20.68,5.77,804,Clouds,overcast clouds,04d,stations,295,1012.69,95,295,295,,2.41,221.803,97,1569906678,,,0.0064,CF,1569903895,1569947348,3600,240604,Bambari,200,1012.69,954.89,,,,,,bambari
1,172.64,-43.53,800,Clear,clear sky,01d,stations,282.04,1010,61,281.48,283.15,10000,5.1,190,0,1569906455,1,7348,0.0071,NZ,1569866624,1569911694,46800,2192362,Christchurch,200,,,,,,,,christchurch
1,135.55,70,803,Clouds,broken clouds,04d,stations,271,1005.66,64,271,271,,2.58,258.02,77,1569906679,,,0.0107,RU,1569877810,1569918307,36000,2013921,Ust-Kuyga,200,1005.66,983.01,,,,,,ust-kuyga
1,27.99,2.14,803,Clouds,broken clouds,04d,stations,294.5,1013.58,90,294.5,294.5,,0.59,203.764,71,1569906679,,,0.0076,CD,1569902095,1569945639,7200,204318,Wamba,200,1013.58,928.01,,,,,,wamba
1,5.27,13.03,500,Rain,light rain,10n,stations,297.6,1010.42,79,297.6,297.6,,3.85,191.643,94,1569906679,,,0.007,NG,1569907684,1569950953,3600,2322907,Mana,200,1010.42,978.53,,,,0.624,,mana
1,16.14,29.16,800,Clear,clear sky,01d,stations,294.3,1015.95,61,294.3,294.3,,1.99,149.669,0,1569906680,,,0.0099,LY,1569905292,1569948129,7200,2209055,Waddan,200,1015.95,981.33,,,,,,waddan
